Day;L;M;S;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
1146;-0.5684;15.3691;0.08594;11.121;12.083;13.044;14.132;15.369;16.785;18.416;20.311;22.205
1147;-0.5684;15.3686;0.08596;11.12;12.082;13.044;14.131;15.369;16.785;18.416;20.311;22.207
1148;-0.5684;15.3681;0.08597;11.119;12.081;13.043;14.131;15.368;16.784;18.416;20.311;22.207
1149;-0.5684;15.3676;0.08598;11.118;12.08;13.042;14.13;15.368;16.784;18.416;20.312;22.207
1150;-0.5684;15.3671;0.086;11.117;12.079;13.041;14.129;15.367;16.784;18.416;20.312;22.208
1151;-0.5684;15.3666;0.08601;11.116;12.078;13.041;14.129;15.367;16.783;18.416;20.312;22.209
1152;-0.5684;15.3661;0.08602;11.115;12.078;13.04;14.128;15.366;16.783;18.416;20.312;22.209
1153;-0.5684;15.3656;0.08604;11.114;12.077;13.039;14.128;15.366;16.783;18.416;20.313;22.21
1154;-0.5684;15.3651;0.08605;11.113;12.076;13.038;14.127;15.365;16.782;18.416;20.313;22.211
1155;-0.5684;15.3646;0.08606;11.113;12.075;13.038;14.126;15.365;16.782;18.416;20.313;22.211
1156;-0.5684;15.3641;0.08608;11.112;12.074;13.037;14.126;15.364;16.782;18.416;20.314;22.212
1157;-0.5684;15.3636;0.08609;11.111;12.074;13.036;14.125;15.364;16.781;18.416;20.314;22.213
1158;-0.5684;15.3631;0.08611;11.11;12.073;13.035;14.124;15.363;16.781;18.416;20.315;22.214
1159;-0.5684;15.3626;0.08612;11.109;12.072;13.035;14.124;15.363;16.781;18.416;20.315;22.214
1160;-0.5684;15.3621;0.08614;11.108;12.071;13.034;14.123;15.362;16.781;18.416;20.316;22.215
1161;-0.5684;15.3616;0.08615;11.107;12.07;13.033;14.122;15.362;16.78;18.416;20.316;22.216
1162;-0.5684;15.3611;0.08616;11.106;12.069;13.032;14.122;15.361;16.78;18.415;20.316;22.216
1163;-0.5684;15.3606;0.08618;11.105;12.068;13.032;14.121;15.361;16.78;18.416;20.317;22.217
1164;-0.5684;15.3601;0.08619;11.104;12.068;13.031;14.121;15.36;16.779;18.416;20.317;22.218
1165;-0.5684;15.3597;0.08621;11.103;12.067;13.03;14.12;15.36;16.779;18.416;20.318;22.219
1166;-0.5684;15.3592;0.08622;11.103;12.066;13.029;14.119;15.359;16.779;18.416;20.318;22.219
1167;-0.5684;15.3587;0.08624;11.101;12.065;13.029;14.119;15.359;16.779;18.416;20.318;22.221
1168;-0.5684;15.3582;0.08625;11.101;12.064;13.028;14.118;15.358;16.778;18.416;20.318;22.221
1169;-0.5684;15.3577;0.08627;11.099;12.063;13.027;14.117;15.358;16.778;18.416;20.319;22.222
1170;-0.5684;15.3572;0.08628;11.099;12.063;13.026;14.117;15.357;16.778;18.416;20.319;22.223
1171;-0.5684;15.3568;0.08629;11.098;12.062;13.026;14.116;15.357;16.777;18.416;20.319;22.223
1172;-0.5684;15.3563;0.08631;11.097;12.061;13.025;14.115;15.356;16.777;18.416;20.32;22.224
1173;-0.5684;15.3558;0.08632;11.096;12.06;13.024;14.115;15.356;16.777;18.416;20.32;22.225
1174;-0.5684;15.3553;0.08634;11.095;12.059;13.023;14.114;15.355;16.777;18.416;20.321;22.226
1175;-0.5684;15.3549;0.08635;11.094;12.058;13.023;14.114;15.355;16.776;18.416;20.321;22.227
1176;-0.5684;15.3544;0.08637;11.093;12.057;13.022;14.113;15.354;16.776;18.416;20.322;22.228
1177;-0.5684;15.3539;0.08638;11.092;12.057;13.021;14.112;15.354;16.776;18.416;20.322;22.228
1178;-0.5684;15.3535;0.0864;11.091;12.056;13.02;14.112;15.354;16.776;18.416;20.323;22.23
1179;-0.5684;15.353;0.08641;11.091;12.055;13.02;14.111;15.353;16.775;18.416;20.323;22.23
1180;-0.5684;15.3525;0.08643;11.089;12.054;13.019;14.11;15.352;16.775;18.416;20.324;22.231
1181;-0.5684;15.3521;0.08645;11.088;12.053;13.018;14.11;15.352;16.775;18.417;20.325;22.233
1182;-0.5684;15.3516;0.08646;11.088;12.052;13.017;14.109;15.352;16.775;18.416;20.325;22.233
1183;-0.5684;15.3511;0.08648;11.086;12.051;13.016;14.108;15.351;16.775;18.417;20.325;22.234
1184;-0.5684;15.3507;0.08649;11.086;12.051;13.016;14.108;15.351;16.774;18.416;20.326;22.235
1185;-0.5684;15.3502;0.08651;11.085;12.05;13.015;14.107;15.35;16.774;18.417;20.326;22.236
1186;-0.5684;15.3497;0.08652;11.084;12.049;13.014;14.107;15.35;16.774;18.417;20.326;22.236
1187;-0.5684;15.3493;0.08654;11.083;12.048;13.013;14.106;15.349;16.774;18.417;20.327;22.238
1188;-0.5684;15.3488;0.08655;11.082;12.047;13.013;14.105;15.349;16.773;18.417;20.327;22.238
1189;-0.5684;15.3484;0.08657;11.081;12.046;13.012;14.105;15.348;16.773;18.417;20.328;22.24
1190;-0.5684;15.3479;0.08659;11.08;12.045;13.011;14.104;15.348;16.773;18.417;20.329;22.241
1191;-0.5684;15.3475;0.0866;11.079;12.045;13.011;14.103;15.348;16.773;18.417;20.329;22.241
1192;-0.5684;15.347;0.08662;11.078;12.044;13.01;14.103;15.347;16.773;18.417;20.33;22.243
1193;-0.5684;15.3465;0.08663;11.077;12.043;13.009;14.102;15.346;16.772;18.417;20.33;22.243
1194;-0.5684;15.3461;0.08665;11.076;12.042;13.008;14.101;15.346;16.772;18.418;20.331;22.244
1195;-0.5684;15.3456;0.08666;11.075;12.041;13.007;14.101;15.346;16.772;18.417;20.331;22.245
1196;-0.5684;15.3452;0.08668;11.074;12.04;13.007;14.1;15.345;16.772;18.418;20.332;22.246
1197;-0.5684;15.3448;0.0867;11.073;12.04;13.006;14.1;15.345;16.772;18.418;20.333;22.248
1198;-0.5684;15.3443;0.08671;11.072;12.039;13.005;14.099;15.344;16.771;18.418;20.333;22.248
1199;-0.5684;15.3439;0.08673;11.071;12.038;13.004;14.098;15.344;16.771;18.418;20.334;22.249
1200;-0.5684;15.3434;0.08675;11.07;12.037;13.003;14.098;15.343;16.771;18.418;20.335;22.251
1201;-0.5684;15.343;0.08676;11.07;12.036;13.003;14.097;15.343;16.771;18.418;20.335;22.251
1202;-0.5684;15.3425;0.08678;11.068;12.035;13.002;14.096;15.342;16.77;18.419;20.336;22.253
1203;-0.5684;15.3421;0.08679;11.068;12.035;13.001;14.096;15.342;16.77;18.418;20.336;22.253
1204;-0.5684;15.3416;0.08681;11.067;12.034;13.001;14.095;15.342;16.77;18.419;20.336;22.254
1205;-0.5684;15.3412;0.08683;11.066;12.033;13.0;14.095;15.341;16.77;18.419;20.337;22.256
1206;-0.5684;15.3408;0.08684;11.065;12.032;12.999;14.094;15.341;16.77;18.419;20.338;22.256
1207;-0.5684;15.3403;0.08686;11.064;12.031;12.998;14.093;15.34;16.769;18.419;20.338;22.258
1208;-0.5684;15.3399;0.08688;11.063;12.03;12.997;14.093;15.34;16.769;18.419;20.339;22.259
1209;-0.5684;15.3395;0.08689;11.062;12.029;12.997;14.092;15.34;16.769;18.419;20.339;22.259
1210;-0.5684;15.339;0.08691;11.061;12.028;12.996;14.091;15.339;16.769;18.42;20.34;22.261
1211;-0.5684;15.3386;0.08693;11.06;12.027;12.995;14.091;15.339;16.769;18.42;20.341;22.262
1212;-0.5684;15.3382;0.08694;11.059;12.027;12.995;14.09;15.338;16.769;18.42;20.341;22.263
1213;-0.5684;15.3377;0.08696;11.058;12.026;12.994;14.09;15.338;16.768;18.42;20.342;22.264
1214;-0.5684;15.3373;0.08698;11.057;12.025;12.993;14.089;15.337;16.768;18.42;20.343;22.265
1215;-0.5684;15.3369;0.08699;11.056;12.024;12.992;14.088;15.337;16.768;18.42;20.343;22.266
1216;-0.5684;15.3364;0.08701;11.055;12.023;12.991;14.088;15.336;16.768;18.421;20.344;22.267
1217;-0.5684;15.336;0.08703;11.054;12.022;12.991;14.087;15.336;16.768;18.421;20.345;22.269
1218;-0.5684;15.3356;0.08704;11.053;12.022;12.99;14.087;15.336;16.768;18.421;20.345;22.269
1219;-0.5684;15.3352;0.08706;11.052;12.021;12.989;14.086;15.335;16.767;18.421;20.346;22.271
1220;-0.5684;15.3347;0.08708;11.051;12.02;12.988;14.085;15.335;16.767;18.421;20.347;22.272
1221;-0.5684;15.3343;0.0871;11.05;12.019;12.987;14.085;15.334;16.767;18.422;20.348;22.273
1222;-0.5684;15.3339;0.08711;11.049;12.018;12.987;14.084;15.334;16.767;18.422;20.348;22.274
1223;-0.5684;15.3335;0.08713;11.048;12.017;12.986;14.083;15.334;16.767;18.422;20.349;22.275
1224;-0.5684;15.3331;0.08715;11.047;12.016;12.985;14.083;15.333;16.767;18.422;20.35;22.277
1225;-0.5684;15.3326;0.08716;11.046;12.016;12.985;14.082;15.333;16.766;18.422;20.35;22.277
1226;-0.5684;15.3322;0.08718;11.045;12.015;12.984;14.082;15.332;16.766;18.422;20.351;22.279
1227;-0.5684;15.3318;0.0872;11.044;12.014;12.983;14.081;15.332;16.766;18.423;20.351;22.28
1228;-0.5684;15.3314;0.08722;11.043;12.013;12.982;14.08;15.331;16.766;18.423;20.352;22.281
1229;-0.5684;15.331;0.08723;11.043;12.012;12.982;14.08;15.331;16.766;18.423;20.353;22.282
1230;-0.5684;15.3306;0.08725;11.041;12.011;12.981;14.079;15.331;16.766;18.423;20.353;22.283
1231;-0.5684;15.3301;0.08727;11.04;12.01;12.98;14.078;15.33;16.766;18.424;20.354;22.285
1232;-0.5684;15.3297;0.08729;11.039;12.009;12.979;14.078;15.33;16.765;18.424;20.355;22.286
1233;-0.5684;15.3293;0.0873;11.039;12.009;12.979;14.077;15.329;16.765;18.424;20.355;22.287
1234;-0.5684;15.3289;0.08732;11.037;12.008;12.978;14.077;15.329;16.765;18.424;20.356;22.288
1235;-0.5684;15.3285;0.08734;11.036;12.007;12.977;14.076;15.328;16.765;18.425;20.357;22.29
1236;-0.5684;15.3281;0.08736;11.035;12.006;12.976;14.075;15.328;16.765;18.425;20.358;22.291
1237;-0.5684;15.3277;0.08737;11.035;12.005;12.976;14.075;15.328;16.765;18.425;20.358;22.291
1238;-0.5684;15.3273;0.08739;11.034;12.004;12.975;14.074;15.327;16.765;18.425;20.359;22.293
1239;-0.5684;15.3269;0.08741;11.033;12.003;12.974;14.074;15.327;16.765;18.426;20.36;22.294
1240;-0.5684;15.3265;0.08743;11.031;12.002;12.973;14.073;15.326;16.764;18.426;20.361;22.296
1241;-0.5684;15.3261;0.08745;11.03;12.001;12.972;14.072;15.326;16.764;18.426;20.362;22.297
1242;-0.5684;15.3257;0.08746;11.03;12.001;12.972;14.072;15.326;16.764;18.426;20.362;22.298
1243;-0.5684;15.3252;0.08748;11.029;12.0;12.971;14.071;15.325;16.764;18.426;20.363;22.299
1244;-0.5684;15.3248;0.0875;11.028;11.999;12.97;14.07;15.325;16.764;18.427;20.364;22.301
1245;-0.5684;15.3244;0.08752;11.026;11.998;12.969;14.07;15.324;16.764;18.427;20.365;22.302
1246;-0.5684;15.324;0.08753;11.026;11.997;12.969;14.069;15.324;16.763;18.427;20.365;22.303
1247;-0.5684;15.3236;0.08755;11.025;11.996;12.968;14.069;15.324;16.763;18.427;20.366;22.304
1248;-0.5684;15.3233;0.08757;11.024;11.995;12.967;14.068;15.323;16.763;18.428;20.367;22.306
1249;-0.5684;15.3229;0.08759;11.023;11.994;12.966;14.068;15.323;16.763;18.428;20.368;22.307
1250;-0.5684;15.3225;0.08761;11.022;11.994;12.965;14.067;15.322;16.763;18.428;20.368;22.309
1251;-0.5684;15.3221;0.08763;11.02;11.993;12.965;14.066;15.322;16.763;18.429;20.369;22.31
1252;-0.5684;15.3217;0.08764;11.02;11.992;12.964;14.066;15.322;16.763;18.429;20.37;22.31
1253;-0.5684;15.3213;0.08766;11.019;11.991;12.963;14.065;15.321;16.763;18.429;20.37;22.312
1254;-0.5684;15.3209;0.08768;11.018;11.99;12.962;14.064;15.321;16.763;18.429;20.371;22.313
1255;-0.5684;15.3205;0.0877;11.017;11.989;12.962;14.064;15.32;16.763;18.43;20.372;22.315
1256;-0.5684;15.3201;0.08772;11.016;11.988;12.961;14.063;15.32;16.763;18.43;20.373;22.316
1257;-0.5684;15.3197;0.08773;11.015;11.988;12.96;14.063;15.32;16.762;18.43;20.373;22.317
1258;-0.5684;15.3193;0.08775;11.014;11.987;12.959;14.062;15.319;16.762;18.43;20.374;22.318
1259;-0.5684;15.3189;0.08777;11.013;11.986;12.959;14.061;15.319;16.762;18.431;20.375;22.32
1260;-0.5684;15.3185;0.08779;11.012;11.985;12.958;14.061;15.318;16.762;18.431;20.376;22.321
1261;-0.5684;15.3182;0.08781;11.011;11.984;12.957;14.06;15.318;16.762;18.431;20.377;22.323
1262;-0.5684;15.3178;0.08783;11.01;11.983;12.956;14.06;15.318;16.762;18.432;20.378;22.324
1263;-0.5684;15.3174;0.08785;11.009;11.982;12.955;14.059;15.317;16.762;18.432;20.379;22.326
1264;-0.5684;15.317;0.08786;11.008;11.981;12.955;14.058;15.317;16.762;18.432;20.379;22.326
1265;-0.5684;15.3166;0.08788;11.007;11.98;12.954;14.058;15.317;16.762;18.432;20.38;22.328
1266;-0.5684;15.3162;0.0879;11.006;11.98;12.953;14.057;15.316;16.761;18.433;20.381;22.329
1267;-0.5684;15.3159;0.08792;11.005;11.979;12.953;14.057;15.316;16.761;18.433;20.382;22.331
1268;-0.5684;15.3155;0.08794;11.004;11.978;12.952;14.056;15.316;16.761;18.434;20.383;22.332
1269;-0.5684;15.3151;0.08796;11.003;11.977;12.951;14.055;15.315;16.761;18.434;20.384;22.334
1270;-0.5684;15.3147;0.08798;11.002;11.976;12.95;14.055;15.315;16.761;18.434;20.385;22.335
1271;-0.5684;15.3143;0.08799;11.001;11.975;12.95;14.054;15.314;16.761;18.434;20.385;22.336
1272;-0.5684;15.314;0.08801;11.0;11.974;12.949;14.054;15.314;16.761;18.435;20.386;22.337
1273;-0.5684;15.3136;0.08803;10.999;11.973;12.948;14.053;15.314;16.761;18.435;20.387;22.339
1274;-0.5684;15.3132;0.08805;10.998;11.972;12.947;14.052;15.313;16.761;18.435;20.388;22.34
1275;-0.5684;15.3128;0.08807;10.997;11.972;12.946;14.052;15.313;16.761;18.436;20.389;22.342
1276;-0.5684;15.3125;0.08809;10.996;11.971;12.946;14.051;15.312;16.761;18.436;20.39;22.343
1277;-0.5684;15.3121;0.08811;10.995;11.97;12.945;14.051;15.312;16.761;18.436;20.391;22.345
1278;-0.5684;15.3117;0.08813;10.994;11.969;12.944;14.05;15.312;16.761;18.437;20.392;22.346
1279;-0.5684;15.3114;0.08814;10.993;11.968;12.944;14.05;15.311;16.76;18.437;20.392;22.347
1280;-0.5684;15.311;0.08816;10.992;11.967;12.943;14.049;15.311;16.76;18.437;20.393;22.348
1281;-0.5684;15.3106;0.08818;10.991;11.966;12.942;14.048;15.311;16.76;18.437;20.394;22.35
1282;-0.5684;15.3102;0.0882;10.99;11.965;12.941;14.048;15.31;16.76;18.438;20.395;22.351
1283;-0.5684;15.3099;0.08822;10.989;11.965;12.94;14.047;15.31;16.76;18.438;20.396;22.353
1284;-0.5684;15.3095;0.08824;10.988;11.964;12.94;14.047;15.31;16.76;18.439;20.397;22.354
1285;-0.5684;15.3091;0.08826;10.987;11.963;12.939;14.046;15.309;16.76;18.439;20.397;22.356
1286;-0.5684;15.3088;0.08828;10.986;11.962;12.938;14.045;15.309;16.76;18.439;20.398;22.358
1287;-0.5684;15.3084;0.0883;10.985;11.961;12.937;14.045;15.308;16.76;18.44;20.399;22.359
1288;-0.5684;15.308;0.08832;10.983;11.96;12.936;14.044;15.308;16.76;18.44;20.4;22.36
1289;-0.5684;15.3077;0.08833;10.983;11.959;12.936;14.044;15.308;16.76;18.44;20.401;22.361
1290;-0.5684;15.3073;0.08835;10.982;11.959;12.935;14.043;15.307;16.76;18.44;20.401;22.363
1291;-0.5684;15.307;0.08837;10.981;11.958;12.934;14.042;15.307;16.76;18.441;20.403;22.364
1292;-0.5684;15.3066;0.08839;10.98;11.957;12.934;14.042;15.307;16.76;18.441;20.403;22.366
1293;-0.5684;15.3062;0.08841;10.979;11.956;12.933;14.041;15.306;16.76;18.442;20.404;22.367
1294;-0.5684;15.3059;0.08843;10.978;11.955;12.932;14.041;15.306;16.76;18.442;20.405;22.369
1295;-0.5684;15.3055;0.08845;10.977;11.954;12.931;14.04;15.306;16.759;18.442;20.406;22.37
1296;-0.5684;15.3052;0.08847;10.976;11.953;12.931;14.04;15.305;16.759;18.443;20.407;22.372
1297;-0.5684;15.3048;0.08849;10.975;11.952;12.93;14.039;15.305;16.759;18.443;20.408;22.373
1298;-0.5684;15.3044;0.08851;10.974;11.951;12.929;14.038;15.304;16.759;18.444;20.409;22.375
1299;-0.5684;15.3041;0.08853;10.973;11.95;12.928;14.038;15.304;16.759;18.444;20.41;22.376
1300;-0.5684;15.3037;0.08855;10.971;11.949;12.927;14.037;15.304;16.759;18.444;20.411;22.378
1301;-0.5684;15.3034;0.08857;10.97;11.949;12.927;14.037;15.303;16.759;18.445;20.412;22.38
1302;-0.5684;15.303;0.08859;10.969;11.948;12.926;14.036;15.303;16.759;18.445;20.413;22.381
1303;-0.5684;15.3027;0.0886;10.969;11.947;12.925;14.035;15.303;16.759;18.445;20.413;22.382
1304;-0.5684;15.3023;0.08862;10.968;11.946;12.925;14.035;15.302;16.759;18.445;20.414;22.383
1305;-0.5684;15.302;0.08864;10.967;11.945;12.924;14.034;15.302;16.759;18.446;20.415;22.385
1306;-0.5684;15.3016;0.08866;10.966;11.944;12.923;14.034;15.302;16.759;18.446;20.416;22.386
1307;-0.5684;15.3013;0.08868;10.965;11.944;12.922;14.033;15.301;16.759;18.447;20.417;22.388
1308;-0.5684;15.3009;0.0887;10.964;11.943;12.922;14.032;15.301;16.759;18.447;20.418;22.389
1309;-0.5684;15.3006;0.08872;10.963;11.942;12.921;14.032;15.301;16.759;18.448;20.419;22.391
1310;-0.5684;15.3002;0.08874;10.962;11.941;12.92;14.031;15.3;16.759;18.448;20.42;22.392
1311;-0.5684;15.2999;0.08876;10.961;11.94;12.919;14.031;15.3;16.759;18.448;20.421;22.394
1312;-0.5684;15.2996;0.08878;10.96;11.939;12.919;14.03;15.3;16.759;18.449;20.422;22.396
1313;-0.5684;15.2992;0.0888;10.959;11.938;12.918;14.03;15.299;16.759;18.449;20.423;22.397
1314;-0.5684;15.2989;0.08882;10.958;11.937;12.917;14.029;15.299;16.759;18.45;20.424;22.399
1315;-0.5684;15.2985;0.08884;10.957;11.936;12.916;14.028;15.298;16.759;18.45;20.425;22.4
1316;-0.5684;15.2982;0.08886;10.956;11.936;12.916;14.028;15.298;16.759;18.45;20.426;22.402
1317;-0.5684;15.2978;0.08888;10.954;11.935;12.915;14.027;15.298;16.759;18.451;20.427;22.403
1318;-0.5684;15.2975;0.0889;10.953;11.934;12.914;14.027;15.298;16.759;18.451;20.428;22.405
1319;-0.5684;15.2972;0.08892;10.952;11.933;12.913;14.026;15.297;16.759;18.452;20.429;22.407
1320;-0.5684;15.2968;0.08894;10.951;11.932;12.912;14.026;15.297;16.759;18.452;20.43;22.408
1321;-0.5684;15.2965;0.08896;10.95;11.931;12.912;14.025;15.296;16.759;18.452;20.431;22.41
1322;-0.5684;15.2962;0.08898;10.949;11.93;12.911;14.024;15.296;16.759;18.453;20.432;22.411
1323;-0.5684;15.2958;0.089;10.948;11.929;12.91;14.024;15.296;16.759;18.453;20.433;22.413
1324;-0.5684;15.2955;0.08901;10.948;11.929;12.91;14.023;15.296;16.758;18.453;20.433;22.413
1325;-0.5684;15.2952;0.08903;10.947;11.928;12.909;14.023;15.295;16.758;18.454;20.434;22.415
1326;-0.5684;15.2948;0.08905;10.946;11.927;12.908;14.022;15.295;16.758;18.454;20.435;22.417
1327;-0.5684;15.2945;0.08907;10.945;11.926;12.907;14.022;15.294;16.758;18.455;20.436;22.418
1328;-0.5684;15.2942;0.08909;10.944;11.925;12.907;14.021;15.294;16.758;18.455;20.437;22.42
1329;-0.5684;15.2938;0.08911;10.943;11.924;12.906;14.021;15.294;16.758;18.455;20.438;22.421
1330;-0.5684;15.2935;0.08913;10.942;11.923;12.905;14.02;15.294;16.758;18.456;20.439;22.423
1331;-0.5684;15.2932;0.08915;10.941;11.923;12.904;14.019;15.293;16.758;18.456;20.44;22.425
1332;-0.5684;15.2929;0.08917;10.94;11.922;12.904;14.019;15.293;16.758;18.457;20.441;22.426
1333;-0.5684;15.2925;0.08919;10.939;11.921;12.903;14.018;15.292;16.758;18.457;20.442;22.428
1334;-0.5684;15.2922;0.08921;10.938;11.92;12.902;14.018;15.292;16.758;18.458;20.443;22.429
1335;-0.5684;15.2919;0.08923;10.937;11.919;12.902;14.017;15.292;16.758;18.458;20.444;22.431
1336;-0.5684;15.2916;0.08925;10.936;11.918;12.901;14.017;15.292;16.758;18.458;20.446;22.433
1337;-0.5684;15.2913;0.08927;10.935;11.917;12.9;14.016;15.291;16.758;18.459;20.447;22.434
1338;-0.5684;15.2909;0.08929;10.934;11.916;12.899;14.015;15.291;16.758;18.459;20.447;22.436
1339;-0.5684;15.2906;0.08931;10.933;11.916;12.899;14.015;15.291;16.758;18.46;20.449;22.437
1340;-0.5684;15.2903;0.08933;10.932;11.915;12.898;14.014;15.29;16.758;18.46;20.45;22.439
1341;-0.5684;15.29;0.08935;10.931;11.914;12.897;14.014;15.29;16.758;18.461;20.451;22.441
1342;-0.5684;15.2897;0.08937;10.93;11.913;12.896;14.013;15.29;16.758;18.461;20.452;22.442
1343;-0.5684;15.2894;0.08939;10.929;11.912;12.896;14.013;15.289;16.758;18.462;20.453;22.444
1344;-0.5684;15.289;0.08941;10.928;11.911;12.895;14.012;15.289;16.758;18.462;20.454;22.445
1345;-0.5684;15.2887;0.08943;10.927;11.91;12.894;14.012;15.289;16.758;18.462;20.455;22.447
1346;-0.5684;15.2884;0.08945;10.926;11.91;12.893;14.011;15.288;16.758;18.463;20.456;22.449
1347;-0.5684;15.2881;0.08947;10.925;11.909;12.893;14.01;15.288;16.758;18.463;20.457;22.45
1348;-0.5684;15.2878;0.08949;10.924;11.908;12.892;14.01;15.288;16.758;18.464;20.458;22.452
1349;-0.5684;15.2875;0.08951;10.923;11.907;12.891;14.009;15.288;16.758;18.464;20.459;22.454
1350;-0.5684;15.2872;0.08953;10.922;11.906;12.891;14.009;15.287;16.758;18.465;20.46;22.455
1351;-0.5684;15.2869;0.08955;10.921;11.905;12.89;14.008;15.287;16.759;18.465;20.461;22.457
1352;-0.5684;15.2866;0.08957;10.92;11.904;12.889;14.008;15.287;16.759;18.466;20.462;22.458
1353;-0.5684;15.2863;0.08959;10.919;11.904;12.888;14.007;15.286;16.759;18.466;20.463;22.46
1354;-0.5684;15.286;0.08961;10.918;11.903;12.888;14.007;15.286;16.759;18.466;20.464;22.462
1355;-0.5684;15.2857;0.08963;10.917;11.902;12.887;14.006;15.286;16.759;18.467;20.465;22.463
1356;-0.5684;15.2854;0.08964;10.916;11.901;12.886;14.006;15.285;16.758;18.467;20.465;22.464
1357;-0.5684;15.2851;0.08966;10.915;11.9;12.886;14.005;15.285;16.758;18.467;20.467;22.466
1358;-0.5684;15.2848;0.08968;10.914;11.9;12.885;14.005;15.285;16.758;18.468;20.468;22.467
1359;-0.5684;15.2845;0.0897;10.913;11.899;12.884;14.004;15.284;16.759;18.468;20.469;22.469
1360;-0.5684;15.2842;0.08972;10.912;11.898;12.884;14.004;15.284;16.759;18.469;20.47;22.47
1361;-0.5684;15.2839;0.08974;10.911;11.897;12.883;14.003;15.284;16.759;18.469;20.471;22.472
1362;-0.5684;15.2836;0.08976;10.91;11.896;12.882;14.002;15.284;16.759;18.47;20.472;22.474
1363;-0.5684;15.2833;0.08978;10.909;11.895;12.881;14.002;15.283;16.759;18.47;20.473;22.475
1364;-0.5684;15.283;0.0898;10.908;11.895;12.881;14.001;15.283;16.759;18.471;20.474;22.477
1365;-0.5684;15.2827;0.08982;10.907;11.894;12.88;14.001;15.283;16.759;18.471;20.475;22.479
1366;-0.5684;15.2824;0.08984;10.906;11.893;12.879;14.0;15.282;16.759;18.472;20.476;22.48
1367;-0.5684;15.2821;0.08986;10.905;11.892;12.879;14.0;15.282;16.759;18.472;20.477;22.482
1368;-0.5684;15.2818;0.08988;10.904;11.891;12.878;13.999;15.282;16.759;18.473;20.478;22.484
1369;-0.5684;15.2816;0.0899;10.903;11.89;12.877;13.999;15.282;16.759;18.473;20.479;22.485
1370;-0.5684;15.2813;0.08992;10.903;11.889;12.876;13.998;15.281;16.759;18.474;20.48;22.487
1371;-0.5684;15.281;0.08994;10.902;11.889;12.876;13.998;15.281;16.759;18.474;20.481;22.489
1372;-0.5684;15.2807;0.08996;10.901;11.888;12.875;13.997;15.281;16.759;18.474;20.482;22.49
1373;-0.5684;15.2804;0.08998;10.9;11.887;12.874;13.997;15.28;16.759;18.475;20.483;22.492
1374;-0.5684;15.2801;0.09;10.899;11.886;12.874;13.996;15.28;16.759;18.475;20.484;22.494
1375;-0.5684;15.2799;0.09002;10.898;11.885;12.873;13.996;15.28;16.759;18.476;20.486;22.495
1376;-0.5684;15.2796;0.09004;10.897;11.884;12.872;13.995;15.28;16.759;18.476;20.487;22.497
1377;-0.5684;15.2793;0.09006;10.896;11.884;12.871;13.995;15.279;16.759;18.477;20.488;22.499
1378;-0.5684;15.279;0.09008;10.895;11.883;12.871;13.994;15.279;16.759;18.477;20.489;22.5
1379;-0.5684;15.2788;0.0901;10.894;11.882;12.87;13.994;15.279;16.759;18.478;20.49;22.502
1380;-0.5684;15.2785;0.09012;10.893;11.881;12.869;13.993;15.278;16.759;18.478;20.491;22.504
1381;-0.5684;15.2782;0.09013;10.892;11.881;12.869;13.993;15.278;16.759;18.478;20.491;22.504
1382;-0.5684;15.2779;0.09015;10.891;11.88;12.868;13.992;15.278;16.759;18.479;20.492;22.506
1383;-0.5684;15.2777;0.09017;10.89;11.879;12.868;13.992;15.278;16.759;18.479;20.494;22.508
1384;-0.5684;15.2774;0.09019;10.889;11.878;12.867;13.991;15.277;16.759;18.48;20.495;22.509
1385;-0.5684;15.2771;0.09021;10.888;11.877;12.866;13.991;15.277;16.759;18.48;20.496;22.511
1386;-0.5684;15.2769;0.09023;10.887;11.876;12.865;13.99;15.277;16.76;18.481;20.497;22.513
1387;-0.5684;15.2766;0.09025;10.886;11.876;12.865;13.99;15.277;16.76;18.481;20.498;22.514
1388;-0.5684;15.2763;0.09027;10.885;11.875;12.864;13.989;15.276;16.76;18.482;20.499;22.516
1389;-0.5684;15.2761;0.09029;10.885;11.874;12.863;13.989;15.276;16.76;18.483;20.5;22.518
1390;-0.5684;15.2758;0.09031;10.884;11.873;12.863;13.988;15.276;16.76;18.483;20.501;22.52
1391;-0.5684;15.2755;0.09033;10.883;11.872;12.862;13.987;15.276;16.76;18.483;20.502;22.521
1392;-0.5684;15.2753;0.09035;10.882;11.872;12.861;13.987;15.275;16.76;18.484;20.503;22.523
1393;-0.5684;15.275;0.09037;10.881;11.871;12.861;13.986;15.275;16.76;18.484;20.505;22.525
1394;-0.5684;15.2748;0.09039;10.88;11.87;12.86;13.986;15.275;16.76;18.485;20.506;22.526
1395;-0.5684;15.2745;0.09041;10.879;11.869;12.859;13.986;15.274;16.76;18.486;20.507;22.528
1396;-0.5684;15.2742;0.09043;10.878;11.868;12.859;13.985;15.274;16.76;18.486;20.508;22.53
1397;-0.5684;15.274;0.09045;10.877;11.867;12.858;13.985;15.274;16.76;18.487;20.509;22.531
1398;-0.5684;15.2737;0.09047;10.876;11.867;12.857;13.984;15.274;16.76;18.487;20.51;22.533
1399;-0.5684;15.2735;0.09049;10.875;11.866;12.857;13.984;15.274;16.76;18.488;20.511;22.535
