Day;L;M;S;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
632;-0.5499;15.5406;0.08598;11.234;12.21;13.186;14.288;15.541;16.971;18.617;20.525;22.432
633;-0.5504;15.5388;0.08597;11.233;12.209;13.185;14.287;15.539;16.969;18.615;20.522;22.429
634;-0.551;15.537;0.08597;11.232;12.208;13.183;14.285;15.537;16.967;18.613;20.52;22.427
635;-0.5515;15.5352;0.08596;11.232;12.207;13.182;14.284;15.535;16.965;18.611;20.517;22.424
636;-0.552;15.5334;0.08596;11.231;12.206;13.181;14.282;15.533;16.963;18.609;20.515;22.422
637;-0.5526;15.5316;0.08595;11.23;12.205;13.179;14.281;15.532;16.961;18.606;20.513;22.419
638;-0.5531;15.5299;0.08594;11.229;12.204;13.178;14.279;15.53;16.959;18.604;20.51;22.417
639;-0.5536;15.5281;0.08594;11.228;12.203;13.177;14.278;15.528;16.957;18.602;20.508;22.415
640;-0.5542;15.5263;0.08593;11.228;12.202;13.176;14.276;15.526;16.955;18.6;20.506;22.412
641;-0.5547;15.5246;0.08593;11.227;12.201;13.174;14.275;15.525;16.953;18.598;20.504;22.41
642;-0.5552;15.5229;0.08592;11.226;12.2;13.173;14.273;15.523;16.951;18.595;20.501;22.407
643;-0.5557;15.5212;0.08591;11.226;12.199;13.172;14.272;15.521;16.949;18.593;20.499;22.405
644;-0.5563;15.5194;0.08591;11.225;12.198;13.171;14.27;15.519;16.948;18.591;20.497;22.403
645;-0.5568;15.5177;0.0859;11.224;12.197;13.17;14.269;15.518;16.946;18.589;20.494;22.4
646;-0.5573;15.5161;0.0859;11.223;12.196;13.168;14.267;15.516;16.944;18.587;20.493;22.398
647;-0.5578;15.5144;0.08589;11.222;12.195;13.167;14.266;15.514;16.942;18.585;20.49;22.396
648;-0.5584;15.5127;0.08589;11.222;12.194;13.166;14.264;15.513;16.94;18.583;20.488;22.394
649;-0.5589;15.511;0.08588;11.221;12.193;13.165;14.263;15.511;16.938;18.581;20.486;22.391
650;-0.5594;15.5094;0.08587;11.22;12.192;13.164;14.262;15.509;16.936;18.579;20.483;22.388
651;-0.5599;15.5077;0.08587;11.22;12.191;13.162;14.26;15.508;16.934;18.577;20.482;22.387
652;-0.5605;15.5061;0.08586;11.219;12.19;13.161;14.259;15.506;16.932;18.574;20.479;22.384
653;-0.561;15.5045;0.08586;11.218;12.189;13.16;14.257;15.504;16.931;18.573;20.478;22.383
654;-0.5615;15.5028;0.08585;11.218;12.188;13.159;14.256;15.503;16.929;18.57;20.475;22.38
655;-0.562;15.5012;0.08585;11.217;12.187;13.158;14.255;15.501;16.927;18.569;20.473;22.378
656;-0.5625;15.4996;0.08584;11.216;12.186;13.157;14.253;15.5;16.925;18.567;20.471;22.375
657;-0.563;15.498;0.08584;11.215;12.185;13.155;14.252;15.498;16.923;18.565;20.469;22.374
658;-0.5636;15.4965;0.08583;11.215;12.185;13.154;14.251;15.496;16.922;18.563;20.467;22.371
659;-0.5641;15.4949;0.08582;11.214;12.184;13.153;14.249;15.495;16.92;18.561;20.465;22.369
660;-0.5646;15.4933;0.08582;11.213;12.183;13.152;14.248;15.493;16.918;18.559;20.463;22.367
661;-0.5651;15.4918;0.08581;11.213;12.182;13.151;14.247;15.492;16.916;18.557;20.461;22.365
662;-0.5656;15.4902;0.08581;11.212;12.181;13.15;14.245;15.49;16.914;18.555;20.459;22.363
663;-0.5661;15.4887;0.0858;11.212;12.18;13.149;14.244;15.489;16.913;18.553;20.457;22.361
664;-0.5666;15.4872;0.0858;11.211;12.179;13.148;14.243;15.487;16.911;18.551;20.455;22.359
665;-0.5672;15.4856;0.08579;11.21;12.179;13.147;14.241;15.486;16.909;18.549;20.453;22.356
666;-0.5677;15.4841;0.08579;11.21;12.178;13.146;14.24;15.484;16.908;18.548;20.451;22.355
667;-0.5682;15.4826;0.08578;11.209;12.177;13.145;14.239;15.483;16.906;18.545;20.449;22.352
668;-0.5687;15.4811;0.08577;11.209;12.176;13.144;14.237;15.481;16.904;18.543;20.447;22.35
669;-0.5692;15.4797;0.08577;11.208;12.175;13.143;14.236;15.48;16.903;18.542;20.445;22.349
670;-0.5697;15.4782;0.08576;11.207;12.175;13.142;14.235;15.478;16.901;18.54;20.443;22.346
671;-0.5702;15.4767;0.08576;11.207;12.174;13.14;14.234;15.477;16.899;18.538;20.441;22.345
672;-0.5707;15.4753;0.08575;11.206;12.173;13.14;14.232;15.475;16.897;18.536;20.439;22.342
673;-0.5712;15.4738;0.08575;11.205;12.172;13.138;14.231;15.474;16.896;18.535;20.438;22.341
674;-0.5717;15.4724;0.08574;11.205;12.171;13.138;14.23;15.472;16.894;18.533;20.436;22.338
675;-0.5722;15.471;0.08574;11.204;12.17;13.136;14.229;15.471;16.893;18.531;20.434;22.337
676;-0.5727;15.4695;0.08573;11.204;12.17;13.135;14.228;15.47;16.891;18.529;20.432;22.335
677;-0.5732;15.4681;0.08573;11.203;12.169;13.134;14.226;15.468;16.889;18.528;20.43;22.333
678;-0.5737;15.4667;0.08572;11.203;12.168;13.133;14.225;15.467;16.888;18.526;20.428;22.331
679;-0.5742;15.4653;0.08571;11.202;12.167;13.133;14.224;15.465;16.886;18.524;20.426;22.328
680;-0.5747;15.4639;0.08571;11.202;12.167;13.132;14.223;15.464;16.885;18.522;20.425;22.327
681;-0.5752;15.4626;0.0857;11.201;12.166;13.131;14.222;15.463;16.883;18.52;20.423;22.325
682;-0.5757;15.4612;0.0857;11.201;12.165;13.13;14.22;15.461;16.882;18.519;20.421;22.324
683;-0.5762;15.4598;0.08569;11.2;12.164;13.129;14.219;15.46;16.88;18.517;20.419;22.321
684;-0.5767;15.4585;0.08569;11.199;12.164;13.128;14.218;15.458;16.878;18.516;20.418;22.32
685;-0.5772;15.4572;0.08568;11.199;12.163;13.127;14.217;15.457;16.877;18.514;20.416;22.318
686;-0.5777;15.4558;0.08568;11.198;12.162;13.126;14.216;15.456;16.875;18.512;20.414;22.316
687;-0.5782;15.4545;0.08567;11.198;12.162;13.125;14.215;15.454;16.874;18.51;20.412;22.314
688;-0.5787;15.4532;0.08567;11.197;12.161;13.124;14.214;15.453;16.872;18.509;20.411;22.313
689;-0.5792;15.4519;0.08566;11.197;12.16;13.123;14.213;15.452;16.871;18.507;20.409;22.311
690;-0.5797;15.4506;0.08565;11.197;12.16;13.123;14.212;15.451;16.869;18.505;20.407;22.309
691;-0.5802;15.4493;0.08565;11.196;12.159;13.121;14.21;15.449;16.868;18.504;20.406;22.307
692;-0.5807;15.448;0.08564;11.196;12.158;13.121;14.209;15.448;16.866;18.502;20.404;22.305
693;-0.5812;15.4467;0.08564;11.195;12.157;13.12;14.208;15.447;16.865;18.501;20.402;22.304
694;-0.5817;15.4455;0.08563;11.195;12.157;13.119;14.207;15.446;16.864;18.499;20.4;22.302
695;-0.5821;15.4442;0.08563;11.194;12.156;13.118;14.206;15.444;16.862;18.498;20.399;22.301
696;-0.5826;15.443;0.08562;11.194;12.156;13.117;14.205;15.443;16.861;18.496;20.397;22.298
697;-0.5831;15.4417;0.08562;11.193;12.155;13.116;14.204;15.442;16.859;18.495;20.396;22.297
698;-0.5836;15.4405;0.08561;11.193;12.154;13.116;14.203;15.44;16.858;18.493;20.394;22.295
699;-0.5841;15.4393;0.08561;11.192;12.154;13.115;14.202;15.439;16.857;18.492;20.393;22.294
700;-0.5846;15.4381;0.0856;11.192;12.153;13.114;14.201;15.438;16.855;18.49;20.391;22.292
701;-0.5851;15.4368;0.0856;11.191;12.152;13.113;14.2;15.437;16.854;18.488;20.39;22.291
702;-0.5855;15.4356;0.08559;11.191;12.152;13.112;14.199;15.436;16.852;18.487;20.388;22.289
703;-0.586;15.4345;0.08559;11.191;12.151;13.111;14.198;15.434;16.851;18.486;20.387;22.288
704;-0.5865;15.4333;0.08558;11.19;12.151;13.111;14.197;15.433;16.85;18.484;20.385;22.286
705;-0.587;15.4321;0.08558;11.19;12.15;13.11;14.196;15.432;16.848;18.483;20.384;22.285
706;-0.5875;15.4309;0.08557;11.19;12.149;13.109;14.195;15.431;16.847;18.481;20.382;22.282
707;-0.588;15.4298;0.08556;11.189;12.149;13.108;14.194;15.43;16.846;18.479;20.38;22.281
708;-0.5884;15.4286;0.08556;11.189;12.148;13.107;14.193;15.429;16.844;18.478;20.379;22.279
709;-0.5889;15.4275;0.08555;11.189;12.148;13.107;14.192;15.428;16.843;18.476;20.377;22.277
710;-0.5894;15.4263;0.08555;11.188;12.147;13.106;14.191;15.426;16.842;18.475;20.376;22.276
711;-0.5899;15.4252;0.08554;11.188;12.147;13.105;14.19;15.425;16.84;18.474;20.374;22.274
712;-0.5904;15.4241;0.08554;11.187;12.146;13.104;14.189;15.424;16.839;18.472;20.373;22.273
713;-0.5908;15.423;0.08553;11.187;12.145;13.104;14.188;15.423;16.838;18.471;20.371;22.271
714;-0.5913;15.4219;0.08553;11.186;12.145;13.103;14.187;15.422;16.837;18.47;20.37;22.27
715;-0.5918;15.4208;0.08552;11.186;12.144;13.102;14.187;15.421;16.835;18.468;20.368;22.269
716;-0.5923;15.4197;0.08552;11.186;12.144;13.101;14.186;15.42;16.834;18.467;20.367;22.268
717;-0.5927;15.4186;0.08551;11.186;12.143;13.101;14.185;15.419;16.833;18.465;20.365;22.266
718;-0.5932;15.4175;0.08551;11.185;12.143;13.1;14.184;15.418;16.832;18.464;20.364;22.265
719;-0.5937;15.4164;0.0855;11.185;12.142;13.099;14.183;15.416;16.83;18.463;20.363;22.263
720;-0.5942;15.4154;0.0855;11.184;12.142;13.099;14.182;15.415;16.829;18.462;20.362;22.262
721;-0.5946;15.4143;0.08549;11.184;12.141;13.098;14.181;15.414;16.828;18.46;20.36;22.26
722;-0.5951;15.4133;0.08549;11.184;12.14;13.097;14.18;15.413;16.827;18.459;20.359;22.259
723;-0.5956;15.4122;0.08548;11.184;12.14;13.097;14.179;15.412;16.825;18.457;20.357;22.257
724;-0.5961;15.4112;0.08548;11.183;12.139;13.096;14.178;15.411;16.824;18.456;20.356;22.256
725;-0.5965;15.4102;0.08547;11.183;12.139;13.095;14.178;15.41;16.823;18.455;20.355;22.254
726;-0.597;15.4092;0.08547;11.182;12.138;13.095;14.177;15.409;16.822;18.454;20.354;22.254
727;-0.5975;15.4082;0.08546;11.182;12.138;13.094;14.176;15.408;16.821;18.452;20.352;22.252
728;-0.5979;15.4072;0.08546;11.182;12.138;13.093;14.175;15.407;16.82;18.451;20.351;22.251
729;-0.5984;15.4062;0.08545;11.182;12.137;13.093;14.174;15.406;16.819;18.45;20.35;22.249
730;-0.5989;15.4052;0.08545;11.181;12.137;13.092;14.173;15.405;16.817;18.449;20.349;22.248
731;-0.5684;15.6881;0.08454;11.408;12.379;13.349;14.445;15.688;17.108;18.74;20.631;22.521
732;-0.5684;15.6871;0.08454;11.407;12.378;13.348;14.444;15.687;17.107;18.739;20.629;22.52
733;-0.5684;15.6861;0.08454;11.407;12.377;13.348;14.443;15.686;17.106;18.738;20.628;22.518
734;-0.5684;15.6851;0.08454;11.406;12.376;13.347;14.442;15.685;17.105;18.737;20.627;22.517
735;-0.5684;15.6841;0.08454;11.405;12.376;13.346;14.441;15.684;17.104;18.735;20.625;22.515
736;-0.5684;15.6831;0.08454;11.404;12.375;13.345;14.44;15.683;17.102;18.734;20.624;22.514
737;-0.5684;15.6822;0.08454;11.404;12.374;13.344;14.439;15.682;17.101;18.733;20.623;22.513
738;-0.5684;15.6812;0.08454;11.403;12.373;13.343;14.438;15.681;17.1;18.732;20.622;22.511
739;-0.5684;15.6802;0.08454;11.402;12.372;13.343;14.437;15.68;17.099;18.731;20.62;22.51
740;-0.5684;15.6792;0.08454;11.402;12.372;13.342;14.437;15.679;17.098;18.73;20.619;22.508
741;-0.5684;15.6782;0.08454;11.401;12.371;13.341;14.436;15.678;17.097;18.728;20.618;22.507
742;-0.5684;15.6772;0.08454;11.4;12.37;13.34;14.435;15.677;17.096;18.727;20.616;22.505
743;-0.5684;15.6763;0.08454;11.4;12.369;13.339;14.434;15.676;17.095;18.726;20.615;22.504
744;-0.5684;15.6753;0.08454;11.399;12.369;13.338;14.433;15.675;17.094;18.725;20.614;22.503
745;-0.5684;15.6743;0.08453;11.398;12.368;13.338;14.432;15.674;17.093;18.723;20.612;22.5
746;-0.5684;15.6733;0.08453;11.398;12.367;13.337;14.431;15.673;17.092;18.722;20.61;22.499
747;-0.5684;15.6724;0.08453;11.397;12.367;13.336;14.43;15.672;17.091;18.721;20.609;22.497
748;-0.5684;15.6714;0.08453;11.396;12.366;13.335;14.43;15.671;17.09;18.72;20.608;22.496
749;-0.5684;15.6704;0.08453;11.396;12.365;13.334;14.429;15.67;17.088;18.719;20.607;22.495
750;-0.5684;15.6695;0.08453;11.395;12.364;13.334;14.428;15.67;17.087;18.718;20.605;22.493
751;-0.5684;15.6685;0.08453;11.394;12.364;13.333;14.427;15.668;17.086;18.716;20.604;22.492
752;-0.5684;15.6675;0.08453;11.394;12.363;13.332;14.426;15.668;17.085;18.715;20.603;22.49
753;-0.5684;15.6666;0.08453;11.393;12.362;13.331;14.425;15.667;17.084;18.714;20.602;22.489
754;-0.5684;15.6656;0.08453;11.392;12.361;13.33;14.424;15.666;17.083;18.713;20.6;22.488
755;-0.5684;15.6646;0.08453;11.391;12.36;13.33;14.423;15.665;17.082;18.712;20.599;22.486
756;-0.5684;15.6637;0.08453;11.391;12.36;13.329;14.422;15.664;17.081;18.711;20.598;22.485
757;-0.5684;15.6627;0.08452;11.39;12.359;13.328;14.422;15.663;17.08;18.709;20.596;22.483
758;-0.5684;15.6618;0.08452;11.39;12.359;13.327;14.421;15.662;17.079;18.708;20.595;22.481
759;-0.5684;15.6608;0.08452;11.389;12.358;13.327;14.42;15.661;17.078;18.707;20.593;22.48
760;-0.5684;15.6599;0.08452;11.388;12.357;13.326;14.419;15.66;17.077;18.706;20.592;22.478
761;-0.5684;15.6589;0.08452;11.388;12.356;13.325;14.418;15.659;17.076;18.704;20.591;22.477
762;-0.5684;15.658;0.08452;11.387;12.356;13.324;14.417;15.658;17.075;18.703;20.59;22.476
763;-0.5684;15.657;0.08452;11.386;12.355;13.323;14.416;15.657;17.074;18.702;20.588;22.474
764;-0.5684;15.6561;0.08452;11.386;12.354;13.323;14.416;15.656;17.073;18.701;20.587;22.473
765;-0.5684;15.6551;0.08452;11.385;12.353;13.322;14.415;15.655;17.072;18.7;20.586;22.472
766;-0.5684;15.6542;0.08452;11.384;12.353;13.321;14.414;15.654;17.071;18.699;20.585;22.47
767;-0.5684;15.6532;0.08451;11.384;12.352;13.32;14.413;15.653;17.069;18.697;20.583;22.468
768;-0.5684;15.6523;0.08451;11.383;12.351;13.32;14.412;15.652;17.068;18.696;20.581;22.467
769;-0.5684;15.6514;0.08451;11.383;12.351;13.319;14.411;15.651;17.067;18.695;20.58;22.465
770;-0.5684;15.6504;0.08451;11.382;12.35;13.318;14.41;15.65;17.066;18.694;20.579;22.464
771;-0.5684;15.6495;0.08451;11.381;12.349;13.317;14.41;15.65;17.065;18.693;20.578;22.463
772;-0.5684;15.6486;0.08451;11.381;12.348;13.316;14.409;15.649;17.064;18.692;20.576;22.461
773;-0.5684;15.6476;0.08451;11.38;12.348;13.316;14.408;15.648;17.063;18.691;20.575;22.46
774;-0.5684;15.6467;0.08451;11.379;12.347;13.315;14.407;15.647;17.062;18.689;20.574;22.459
775;-0.5684;15.6458;0.08451;11.379;12.346;13.314;14.406;15.646;17.061;18.688;20.573;22.457
776;-0.5684;15.6448;0.08451;11.378;12.345;13.313;14.405;15.645;17.06;18.687;20.571;22.456
777;-0.5684;15.6439;0.08451;11.377;12.345;13.312;14.404;15.644;17.059;18.686;20.57;22.454
778;-0.5684;15.643;0.0845;11.377;12.344;13.312;14.404;15.643;17.058;18.685;20.568;22.452
779;-0.5684;15.6421;0.0845;11.376;12.344;13.311;14.403;15.642;17.057;18.684;20.567;22.451
780;-0.5684;15.6411;0.0845;11.376;12.343;13.31;14.402;15.641;17.056;18.682;20.566;22.449
781;-0.5684;15.6402;0.0845;11.375;12.342;13.309;14.401;15.64;17.055;18.681;20.565;22.448
782;-0.5684;15.6393;0.0845;11.374;12.341;13.309;14.4;15.639;17.054;18.68;20.564;22.447
783;-0.5684;15.6384;0.0845;11.374;12.341;13.308;14.4;15.638;17.053;18.679;20.562;22.446
784;-0.5684;15.6375;0.0845;11.373;12.34;13.307;14.399;15.638;17.052;18.678;20.561;22.444
785;-0.5684;15.6366;0.0845;11.372;12.339;13.306;14.398;15.637;17.051;18.677;20.56;22.443
786;-0.5684;15.6356;0.0845;11.372;12.339;13.306;14.397;15.636;17.05;18.676;20.559;22.442
787;-0.5684;15.6347;0.0845;11.371;12.338;13.305;14.396;15.635;17.049;18.675;20.557;22.44
788;-0.5684;15.6338;0.08449;11.371;12.337;13.304;14.395;15.634;17.048;18.673;20.556;22.438
789;-0.5684;15.6329;0.08449;11.37;12.337;13.304;14.395;15.633;17.047;18.672;20.554;22.437
790;-0.5684;15.632;0.08449;11.369;12.336;13.303;14.394;15.632;17.046;18.671;20.553;22.435
791;-0.5684;15.6311;0.08449;11.369;12.335;13.302;14.393;15.631;17.045;18.67;20.552;22.434
792;-0.5684;15.6302;0.08449;11.368;12.335;13.301;14.392;15.63;17.044;18.669;20.551;22.433
793;-0.5684;15.6293;0.08449;11.367;12.334;13.3;14.391;15.629;17.043;18.668;20.55;22.431
794;-0.5684;15.6284;0.08449;11.367;12.333;13.3;14.39;15.628;17.042;18.667;20.548;22.43
795;-0.5684;15.6275;0.08449;11.366;12.332;13.299;14.39;15.628;17.041;18.666;20.547;22.429
796;-0.5684;15.6266;0.08449;11.365;12.332;13.298;14.389;15.627;17.04;18.665;20.546;22.428
797;-0.5684;15.6257;0.08449;11.365;12.331;13.297;14.388;15.626;17.039;18.664;20.545;22.426
798;-0.5684;15.6248;0.08448;11.365;12.331;13.297;14.387;15.625;17.038;18.662;20.543;22.424
799;-0.5684;15.6239;0.08448;11.364;12.33;13.296;14.386;15.624;17.037;18.661;20.542;22.423
800;-0.5684;15.623;0.08448;11.363;12.329;13.295;14.386;15.623;17.036;18.66;20.541;22.421
801;-0.5684;15.6221;0.08448;11.363;12.329;13.295;14.385;15.622;17.035;18.659;20.539;22.42
802;-0.5684;15.6212;0.08448;11.362;12.328;13.294;14.384;15.621;17.034;18.658;20.538;22.419
803;-0.5684;15.6203;0.08448;11.361;12.327;13.293;14.383;15.62;17.033;18.657;20.537;22.418
804;-0.5684;15.6194;0.08448;11.361;12.326;13.292;14.382;15.619;17.032;18.656;20.536;22.416
805;-0.5684;15.6185;0.08448;11.36;12.326;13.291;14.381;15.618;17.031;18.655;20.535;22.415
806;-0.5684;15.6176;0.08448;11.359;12.325;13.291;14.381;15.618;17.03;18.653;20.534;22.414
807;-0.5684;15.6168;0.08448;11.359;12.324;13.29;14.38;15.617;17.029;18.653;20.533;22.413
808;-0.5684;15.6159;0.08447;11.358;12.324;13.29;14.379;15.616;17.028;18.651;20.531;22.41
809;-0.5684;15.615;0.08447;11.358;12.323;13.289;14.378;15.615;17.027;18.65;20.529;22.409
810;-0.5684;15.6141;0.08447;11.357;12.323;13.288;14.378;15.614;17.026;18.649;20.528;22.408
811;-0.5684;15.6132;0.08447;11.356;12.322;13.287;14.377;15.613;17.025;18.648;20.527;22.406
812;-0.5684;15.6123;0.08447;11.356;12.321;13.286;14.376;15.612;17.024;18.647;20.526;22.405
813;-0.5684;15.6115;0.08447;11.355;12.321;13.286;14.375;15.612;17.023;18.646;20.525;22.404
814;-0.5684;15.6106;0.08447;11.355;12.32;13.285;14.374;15.611;17.022;18.645;20.524;22.403
815;-0.5684;15.6097;0.08447;11.354;12.319;13.284;14.374;15.61;17.021;18.644;20.522;22.401
816;-0.5684;15.6088;0.08447;11.353;12.318;13.283;14.373;15.609;17.02;18.643;20.521;22.4
817;-0.5684;15.6079;0.08447;11.353;12.318;13.283;14.372;15.608;17.019;18.641;20.52;22.399
818;-0.5684;15.6071;0.08447;11.352;12.317;13.282;14.371;15.607;17.018;18.641;20.519;22.398
819;-0.5684;15.6062;0.08447;11.351;12.316;13.281;14.37;15.606;17.017;18.639;20.518;22.396
820;-0.5684;15.6053;0.08446;11.351;12.316;13.281;14.37;15.605;17.016;18.638;20.516;22.394
821;-0.5684;15.6044;0.08446;11.35;12.315;13.28;14.369;15.604;17.015;18.637;20.515;22.393
822;-0.5684;15.6036;0.08446;11.35;12.315;13.279;14.368;15.604;17.014;18.636;20.514;22.392
823;-0.5684;15.6027;0.08446;11.349;12.314;13.279;14.367;15.603;17.013;18.635;20.513;22.39
824;-0.5684;15.6018;0.08446;11.349;12.313;13.278;14.366;15.602;17.012;18.634;20.511;22.389
825;-0.5684;15.601;0.08446;11.348;12.313;13.277;14.366;15.601;17.012;18.633;20.51;22.388
826;-0.5684;15.6001;0.08446;11.347;12.312;13.276;14.365;15.6;17.011;18.632;20.509;22.386
827;-0.5684;15.5992;0.08446;11.347;12.311;13.276;14.364;15.599;17.01;18.631;20.508;22.385
828;-0.5684;15.5984;0.08446;11.346;12.31;13.275;14.363;15.598;17.009;18.63;20.507;22.384
829;-0.5684;15.5975;0.08446;11.345;12.31;13.274;14.362;15.598;17.008;18.629;20.506;22.383
830;-0.5684;15.5966;0.08446;11.345;12.309;13.273;14.362;15.597;17.007;18.628;20.505;22.381
831;-0.5684;15.5958;0.08446;11.344;12.308;13.273;14.361;15.596;17.006;18.627;20.503;22.38
832;-0.5684;15.5949;0.08445;11.344;12.308;13.272;14.36;15.595;17.005;18.625;20.502;22.378
833;-0.5684;15.5941;0.08445;11.343;12.307;13.271;14.359;15.594;17.004;18.624;20.501;22.377
834;-0.5684;15.5932;0.08445;11.343;12.307;13.271;14.359;15.593;17.003;18.623;20.499;22.376
835;-0.5684;15.5923;0.08445;11.342;12.306;13.27;14.358;15.592;17.002;18.622;20.498;22.374
836;-0.5684;15.5915;0.08445;11.341;12.305;13.269;14.357;15.592;17.001;18.621;20.497;22.373
837;-0.5684;15.5906;0.08445;11.341;12.305;13.268;14.356;15.591;17.0;18.62;20.496;22.372
838;-0.5684;15.5898;0.08445;11.34;12.304;13.268;14.355;15.59;16.999;18.619;20.495;22.371
839;-0.5684;15.5889;0.08445;11.34;12.303;13.267;14.355;15.589;16.998;18.618;20.494;22.369
840;-0.5684;15.5881;0.08445;11.339;12.303;13.266;14.354;15.588;16.997;18.617;20.493;22.368
841;-0.5684;15.5872;0.08445;11.338;12.302;13.266;14.353;15.587;16.996;18.616;20.491;22.367
842;-0.5684;15.5863;0.08445;11.338;12.301;13.265;14.352;15.586;16.995;18.615;20.49;22.366
843;-0.5684;15.5855;0.08445;11.337;12.301;13.264;14.352;15.586;16.994;18.614;20.489;22.365
844;-0.5684;15.5846;0.08445;11.336;12.3;13.263;14.351;15.585;16.993;18.613;20.488;22.363
845;-0.5684;15.5838;0.08445;11.336;12.299;13.263;14.35;15.584;16.993;18.612;20.487;22.362
846;-0.5684;15.5829;0.08444;11.336;12.299;13.262;14.349;15.583;16.991;18.61;20.485;22.36
847;-0.5684;15.5821;0.08444;11.335;12.298;13.261;14.349;15.582;16.991;18.609;20.484;22.359
848;-0.5684;15.5812;0.08444;11.334;12.298;13.261;14.348;15.581;16.99;18.608;20.483;22.357
849;-0.5684;15.5804;0.08444;11.334;12.297;13.26;14.347;15.58;16.989;18.607;20.482;22.356
850;-0.5684;15.5796;0.08444;11.333;12.296;13.259;14.346;15.58;16.988;18.606;20.481;22.355
851;-0.5684;15.5787;0.08444;11.333;12.296;13.259;14.345;15.579;16.987;18.605;20.48;22.354
852;-0.5684;15.5779;0.08444;11.332;12.295;13.258;14.345;15.578;16.986;18.604;20.478;22.353
853;-0.5684;15.577;0.08444;11.331;12.294;13.257;14.344;15.577;16.985;18.603;20.477;22.351
854;-0.5684;15.5762;0.08444;11.331;12.294;13.256;14.343;15.576;16.984;18.602;20.476;22.35
855;-0.5684;15.5753;0.08444;11.33;12.293;13.256;14.342;15.575;16.983;18.601;20.475;22.349
856;-0.5684;15.5745;0.08444;11.33;12.292;13.255;14.342;15.574;16.982;18.6;20.474;22.348
857;-0.5684;15.5737;0.08444;11.329;12.292;13.254;14.341;15.574;16.981;18.599;20.473;22.347
858;-0.5684;15.5728;0.08444;11.328;12.291;13.254;14.34;15.573;16.98;18.598;20.472;22.345
859;-0.5684;15.572;0.08444;11.328;12.29;13.253;14.339;15.572;16.98;18.597;20.471;22.344
860;-0.5684;15.5711;0.08444;11.327;12.29;13.252;14.338;15.571;16.979;18.596;20.47;22.343
861;-0.5684;15.5703;0.08444;11.326;12.289;13.251;14.338;15.57;16.978;18.595;20.468;22.342
862;-0.5684;15.5695;0.08444;11.326;12.288;13.251;14.337;15.57;16.977;18.594;20.467;22.341
863;-0.5684;15.5686;0.08444;11.325;12.288;13.25;14.336;15.569;16.976;18.593;20.466;22.339
864;-0.5684;15.5678;0.08443;11.325;12.287;13.25;14.335;15.568;16.975;18.592;20.464;22.337
865;-0.5684;15.567;0.08443;11.324;12.287;13.249;14.335;15.567;16.974;18.591;20.463;22.336
866;-0.5684;15.5661;0.08443;11.324;12.286;13.248;14.334;15.566;16.973;18.59;20.462;22.335
867;-0.5684;15.5653;0.08443;11.323;12.285;13.247;14.333;15.565;16.972;18.589;20.461;22.333
868;-0.5684;15.5645;0.08443;11.323;12.285;13.247;14.332;15.564;16.971;18.588;20.46;22.332
869;-0.5684;15.5636;0.08443;11.322;12.284;13.246;14.332;15.564;16.97;18.587;20.459;22.331
870;-0.5684;15.5628;0.08443;11.321;12.283;13.245;14.331;15.563;16.969;18.586;20.458;22.33
871;-0.5684;15.562;0.08443;11.321;12.283;13.245;14.33;15.562;16.968;18.585;20.457;22.329
872;-0.5684;15.5611;0.08443;11.32;12.282;13.244;14.329;15.561;16.967;18.584;20.456;22.327
873;-0.5684;15.5603;0.08443;11.32;12.281;13.243;14.329;15.56;16.967;18.583;20.455;22.326
874;-0.5684;15.5595;0.08443;11.319;12.281;13.242;14.328;15.56;16.966;18.582;20.454;22.325
875;-0.5684;15.5587;0.08443;11.318;12.28;13.242;14.327;15.559;16.965;18.581;20.453;22.324
876;-0.5684;15.5578;0.08443;11.318;12.279;13.241;14.326;15.558;16.964;18.58;20.451;22.323
877;-0.5684;15.557;0.08443;11.317;12.279;13.24;14.326;15.557;16.963;18.579;20.45;22.322
878;-0.5684;15.5562;0.08443;11.317;12.278;13.24;14.325;15.556;16.962;18.578;20.449;22.32
879;-0.5684;15.5554;0.08443;11.316;12.278;13.239;14.324;15.555;16.961;18.577;20.448;22.319
880;-0.5684;15.5545;0.08443;11.315;12.277;13.238;14.323;15.554;16.96;18.576;20.447;22.318
881;-0.5684;15.5537;0.08443;11.315;12.276;13.238;14.323;15.554;16.959;18.575;20.446;22.317
882;-0.5684;15.5529;0.08443;11.314;12.276;13.237;14.322;15.553;16.959;18.574;20.445;22.316
883;-0.5684;15.5521;0.08443;11.314;12.275;13.236;14.321;15.552;16.958;18.573;20.444;22.315
884;-0.5684;15.5513;0.08443;11.313;12.274;13.236;14.32;15.551;16.957;18.572;20.443;22.313
885;-0.5684;15.5504;0.08443;11.312;12.274;13.235;14.319;15.55;16.956;18.571;20.442;22.312
886;-0.5684;15.5496;0.08443;11.312;12.273;13.234;14.319;15.55;16.955;18.57;20.441;22.311
887;-0.5684;15.5488;0.08443;11.311;12.272;13.233;14.318;15.549;16.954;18.569;20.44;22.31
888;-0.5684;15.548;0.08443;11.311;12.272;13.233;14.317;15.548;16.953;18.568;20.438;22.309
889;-0.5684;15.5472;0.08443;11.31;12.271;13.232;14.317;15.547;16.952;18.567;20.437;22.308
